model,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
on_NA_lgbm-CF_3mer_freq_5,mean_te,5,0.5790863330109768,0.1975173660448516,7.467563152313232
on_NA_lgbm-CF_3mer_freq_5,mean_te,6,0.581778450108158,0.2021344017230818,5.507000684738159
on_NA_lgbm-CF_3mer_freq_5,mean_te,7,0.5471240175974563,0.2028416901041271,5.783000707626343
on_NA_lgbm-CF_3mer_freq_5,mean_te,8,0.5670108346026803,0.1896260983993822,5.776010990142822
on_NA_lgbm-CF_3mer_freq_5,mean_te,9,0.5611969664960359,0.2072393585574532,6.433999300003052
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,0,0.5358686346390744,0.2193472586667494,5.471001148223877
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,1,0.5872243902252399,0.1952256404260495,5.31800103187561
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,2,0.5465835445392169,0.2232805279277559,5.337000370025635
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,3,0.5838150963174236,0.2014967504633505,5.308999061584473
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,4,0.6063449971436428,0.1907943931611049,5.443998098373413
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,5,0.5871540246351301,0.1937315322156392,5.411000967025757
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,6,0.5919309090427676,0.1972275258978255,5.524998903274536
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,7,0.5563874347915745,0.1986926354560394,5.475000619888306
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,8,0.5749520204208154,0.1861482837016964,5.418997764587402
on_NA_lgbm-LL_CF_3mer_freq_5,mean_te,9,0.5741190652880643,0.2011364666893371,5.538000345230103
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,0,0.5434071095257564,0.215784595325443,10.413851499557495
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,1,0.5918358208289146,0.1930446261617281,9.934179782867432
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,2,0.5599013231166607,0.2167223172678126,9.844000101089478
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,3,0.5853212574470998,0.2007675395510405,8.7590012550354
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,4,0.6223276468380621,0.1830480164418283,8.732000350952148
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,5,0.5904565645875511,0.1921817868787241,8.508998394012451
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,6,0.6039189287174894,0.1914334887770193,8.901999711990356
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,7,0.5623561452716572,0.196019269305997,8.779000282287598
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,8,0.5896915879559773,0.179693141386017,8.596999645233154
on_NA_lgbm-LL_CF_AAF_3mer_freq_5,mean_te,9,0.5866400671740563,0.1952230062042783,9.059000492095947
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,0,0.552979409144829,0.2112607517818213,8.144994497299194
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,1,0.6046355486269361,0.1869908889798937,8.512000322341919
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,2,0.5589516864709518,0.2171899566069671,8.29200029373169
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,3,0.581553730820727,0.2025915950748739,8.602999448776245
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,4,0.6159350828212901,0.1861463267985458,8.360000371932983
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,5,0.5895665494010388,0.1925994341759415,8.360000610351562
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,6,0.6053627810151123,0.1907356475958751,8.01099967956543
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,7,0.5613085632218042,0.1964884779233045,8.057001113891602
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,8,0.5870614620479135,0.180844995875927,8.466000318527222
on_NA_lgbm-LL_P5_P3_CF_3mer_freq_5,mean_te,9,0.5756188922587657,0.2004281234108659,8.027000904083252
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,0,0.5502709319252385,0.2125407709695281,8.300925731658936
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,1,0.6042297818481047,0.1871827997357259,8.418282747268677
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,2,0.5592697205752724,0.2170333438024327,7.74022912979126
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,3,0.5993801312023659,0.1939609078068454,7.812504529953003
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,4,0.6194537511275815,0.184440919324075,7.6922783851623535
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,5,0.5977169336341591,0.1887747961272525,8.304054021835327
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,6,0.6150601622885233,0.1860487194294798,7.752750635147095
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,7,0.574001447006075,0.1908033762638215,7.6795876026153564
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,8,0.5917443892817804,0.1787941241881065,7.648564100265503
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5,mean_te,9,0.5820118195988029,0.1974088503883568,8.252579927444458
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,0,0.5568238782973349,0.2094438658039144,15.465572357177734
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,1,0.613612015487014,0.182745394696745,15.53396463394165
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,2,0.567414581053863,0.2130224863982622,15.443047285079956
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,3,0.6015077310257244,0.1929308261126278,15.508731126785278
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,4,0.6256718573737392,0.1814271641342804,16.84927797317505
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,5,0.6024731892677897,0.1865428821775085,15.697638750076294
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,6,0.6135461958781212,0.1867804480902211,15.429685354232788
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,7,0.562104387806524,0.1961320306616622,15.517037868499756
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,8,0.5789717642751959,0.1843878508673745,15.291550159454346
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct,mean_te,9,0.5827028646369173,0.197082481335505,15.574262380599976
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,0,0.7219682877814704,0.131397053612467,14.267532110214232
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,1,0.7625663656172175,0.112296202181996,13.94371223449707
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,2,0.7395776367428144,0.1282424624248942,14.044657707214355
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,3,0.7709331433300514,0.1109031751258618,14.022675275802612
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,4,0.7716061481667914,0.1106965897703708,14.082178592681885
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,5,0.7493037932245541,0.1176413557533946,13.9532208442688
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,6,0.7556034498411706,0.1181214848022917,13.98171329498291
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,7,0.7365208166368157,0.118011475409042,14.112846851348875
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,8,0.7474230254511279,0.1106152071617613,13.986571788787842
on_NA_lgbm-LL_P5_P3_CF_AAF_3mer_freq_5_Struct_Biochem,mean_te,9,0.7626394892667787,0.1121014127874708,13.93647074699402
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,0,0.5507054667146531,0.2123354109745635,48.61599063873291
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,1,0.6077567562254251,0.1855146880177046,47.80915379524231
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,2,0.5645299813555189,0.2144429794918619,46.03390336036682
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,3,0.6066837214992992,0.1904248600104791,45.4330005645752
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,4,0.6194096362046881,0.1844623006856269,44.66443371772766
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,5,0.5972602652326572,0.1889890917106338,43.79673099517822
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,6,0.6073211808986185,0.189789115814121,46.7464816570282
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,7,0.5745417617122281,0.190561371051704,45.4071536064148
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,8,0.5839174782014548,0.1822218926619876,45.37107729911804
on_NA_lgbm-LL_P5_P3_CF_AAF_DCF_3mer_freq_5,mean_te,9,0.5875665819884412,0.1947854287010103,45.09418177604675
