bio_source,0,1,2,3,4,5,6,7,8,9,mean
bio_source_Spontaneously Immortalized Mouse Keratinocyte Cult,0.3440150453731413,0.3504664719100587,0.2595954940088133,0.3048504175368496,0.3122672802350038,0.3268945644935487,0.3239633843232403,0.3054506338462678,0.3236385495726784,0.2935571378807334,0.3144698979180335
bio_source_Striatal cells,0.1759085065111223,0.2270082601897598,0.0527483029145978,0.1849868589311107,0.1777437301295809,0.1423809248917572,0.1611891284376788,0.155380173631016,0.0499123969927683,0.1105803855082634,0.1437838668137655
bio_source_T-ALL,-0.4216697467676087,-0.2724270259698615,-0.2292627071096533,-0.3961474144091506,-0.3044006266070382,-0.3624570109653746,-0.4074043051586395,-0.2782064133090378,-0.3233462606656758,-0.2764476041828461,-0.3271769115144886
bio_source_brain,0.4648332877571351,0.4706137557321084,0.4420009237469029,0.4606114494991524,0.441152748705492,0.4916581019899935,0.4084243797383885,0.4610847084548254,0.4501816729405411,0.4892234868910502,0.4579784515455589
bio_source_dentate gyrus,0.6322834548274343,0.6592215287520226,0.6641712226578877,0.6393107415474769,0.5573158113291865,0.6484440958237632,0.6378472324132567,0.6517827489719983,0.6324511151676646,0.6141504394510385,0.6336978390941729
bio_source_duodenum,0.4180932659285796,0.422895588199647,0.3813627064715982,0.3617196075585015,0.3645665395800683,0.3975911338422384,0.4026170571391027,0.4051744438886566,0.3841743571261247,0.374839338837746,0.3913034038572263
bio_source_embryonic fibroblast,0.4093149095781606,0.41378571817094,0.3748967679533959,0.4375771020976642,0.3867554961495663,0.4298187992556872,0.3851258992493404,0.4139670572864461,0.3754858332098265,0.3865950478808896,0.4013322630831917
bio_source_embryonic stem cells ,0.4292683267487484,0.4612841144199835,0.4449450937854758,0.4906686766807032,0.4200198561030305,0.4859574495297108,0.4148990035787847,0.466828959758081,0.4233594582739107,0.4474874210622119,0.448471835994064
bio_source_epididymal white fat,0.3922913444780506,0.3601180561973824,0.3473645292859378,0.3707617246494279,0.3260651016474672,0.360523421236446,0.3376621512428296,0.3806697485301649,0.3308475587413078,0.3325344811940098,0.3538838117203024
bio_source_forelimbs,0.4605562781202852,0.496925535331966,0.4518415445462185,0.5089846156105244,0.4387312540802908,0.5012880544849241,0.466975829494928,0.4697142342001195,0.4849205199788172,0.4591367836119585,0.4739074649460032
bio_source_gastrocnemius tissue,-0.1926735911165977,-0.3026098973694793,-0.3367238610678269,-0.1900479737278277,-0.1962601114916664,-0.2488633577959029,-0.4030804445421372,-0.1819572707346164,-0.2662433665511723,-0.2032565942778756,-0.2521716468675102
bio_source_heart,0.5052209531776022,0.5402067230740191,0.4720942217607998,0.549713981287805,0.4607001578436754,0.5130826587999536,0.5395261229689357,0.513999693155323,0.5122499926738946,0.4980952558458762,0.5104889760587884
bio_source_hippocampal,0.4776493571845739,0.5543094226001897,0.5351058654050739,0.5524391782099738,0.5004831779754259,0.5610768035241664,0.5091063102114137,0.5384565860636255,0.5292150748437277,0.5208410824992786,0.527868285851745
bio_source_interscapular brown fat,0.3104808941431907,0.3128384100981468,0.3040826027106775,0.3655513693344023,0.3166807649818632,0.3229828008622063,0.3197711635408249,0.3198615096177327,0.2983590706846406,0.320819560496884,0.3191428146470569
bio_source_kidney,0.5670329315181308,0.5857175949639353,0.5867276148046064,0.5916197434238699,0.5371164256731988,0.5886009316678075,0.5653341523422593,0.5988958862405808,0.5766635444365756,0.5733919393093864,0.5771100764380352
bio_source_liver,0.442050610063268,0.5062793737635891,0.4866751930679772,0.5041072611699715,0.4407365897618595,0.4655902480380248,0.4867154835223367,0.5016065999341802,0.5057053442236685,0.4798707067513285,0.4819337410296204
bio_source_lung,0.4643229916001893,0.4631671008081807,0.4353325099482196,0.4886248211963182,0.4596538292647784,0.4759087189496078,0.46721889441958,0.4743430088683189,0.4626410625885968,0.4560031288552468,0.4647216066499037
bio_source_lymphoid ba/f3 cells,0.4633132002135299,0.4756096717579325,0.4260883747211825,0.4757202629832572,0.4527822079751067,0.4762248130360675,0.4815283174001119,0.4764245820215562,0.48618947096384,0.4459815540755397,0.4659862455148124
bio_source_mouse eye,0.3971462114187811,0.4122180227025622,0.3724735385499167,0.4260411423484082,0.3869633854897227,0.4482577595715719,0.3943193708977726,0.4454054442936476,0.4065349030303766,0.3874056625516779,0.4076765440854438
bio_source_neural tube,0.4228713529371657,0.4445242994385878,0.4324939808679706,0.447930264387266,0.4036450225926135,0.4841595474849226,0.4276940930342272,0.4270838602264213,0.4343253416324426,0.4546966511048561,0.4379424413706473
bio_source_neutrophils,0.3634475691067157,0.3779984455171051,0.3245669467263748,0.328725372759819,0.3304472099528268,0.4047034921318663,0.3703935424268725,0.3333660864014126,0.2960379811005086,0.3445134042546288,0.347420005037813
bio_source_pancreas,-0.1226630939063799,-0.2371165032331528,-0.2903801378446948,-0.2128969299570078,-0.246678840043681,-0.2316185164045656,-0.2554607387904775,-0.0925268451368108,-0.2493724988393175,-0.1908733746930762,-0.2129587478849164
bio_source_resting state T cells,0.024172850404455,0.0270871310175569,0.0397070396254461,0.054241565867569,0.0549963112725926,0.0102409914453223,0.0399067967930225,0.0010135288064436,-0.0067596684304602,-0.0630238378909844,0.0181582708910963
bio_source_skeletal muscle,0.3185790717041212,0.3698004909483463,0.359297742817023,0.4061565018114025,0.3733256440108531,0.3507923052103681,0.3829159580969185,0.3795816212455202,0.3400343027303991,0.319292470880218,0.359977610945517
bio_source_skin squamous tumours (skin papilloma),0.3526704069038557,0.3519256833827847,0.3188690975965135,0.35903841912851,0.3657654036012026,0.3547523415720817,0.3590386244702624,0.3696029922192333,0.2905407269939506,0.359736244663094,0.3481939940531489
bio_source_subcutaneous white fat,0.3489902793085423,0.2605129067029567,0.2815341120693514,0.3378030265516977,0.3165285372331666,0.3421965955956166,0.296729016831573,0.3698793829473492,0.2867088610037394,0.3135753501732041,0.3154458068417197
bio_source_testis,0.5443803948366346,0.5382784189186226,0.5395534618783784,0.5958758814412635,0.52941605332812,0.5486305256602003,0.5254169948173333,0.5208076430317661,0.5099613480553379,0.5165897038011903,0.5368910425768847
bio_source_tibialis anterior tissue,0.4150556337433847,0.4518522054577218,0.4128948652891642,0.4465677630335477,0.4079824621083425,0.4592896515304209,0.472664667001057,0.410867097254566,0.4013825006734396,0.4124843599917046,0.4291041206083349
bio_source_v6.5 mESC,0.4651434980998747,0.4767116340317728,0.502541535008886,0.5262731973014065,0.4754735735113622,0.5042920649159228,0.484417062172835,0.5093068120856749,0.4588688645100923,0.4632508403371631,0.486627908197499
mean_across_cell_lines,0.5315017323782636,0.5482360757465522,0.511686678463783,0.546926040493724,0.5079634562466665,0.5462199282333293,0.5276525618218149,0.5434295992608065,0.516833967351324,0.5136874011774573,0.5294137441173722
mean_te,0.516880850154378,0.5504411707390913,0.5178202358284629,0.5466230258680076,0.5155344167452343,0.5626950426401517,0.5199706028628388,0.5545844588984541,0.5394116059244627,0.5292478398906679,0.5353209249551749
