bio_source,0,1,2,3,4,5,6,7,8,9,mean
bio_source_Huh-7.5,0.4430005513412417,0.52772338847169,0.4434542921491223,0.4751526835775623,0.4879191277183857,0.4812195950095483,0.4575015523777009,0.470168527602033,0.4946726350283429,0.4451159491291767,0.4725928302404804
bio_source_Huh7,0.409588193111249,0.4368743682110306,0.3681586408359484,0.3985043578095752,0.442195963413908,0.3906814131445988,0.4180708587684613,0.3460700592838718,0.3926560066299861,0.3944271325712926,0.3997226993779922
bio_source_K562,0.4082781632487073,0.4176855239442796,0.4104134816773874,0.4185694517578645,0.432503191981601,0.3892021489575868,0.4599839637901014,0.3905642319165379,0.4239370364435466,0.4522924958408798,0.4203429689558492
bio_source_Kidney normal tissue,0.3716874825264726,0.3952323663687128,0.3646854732209039,0.4056284212017474,0.3754608721805993,0.4025106612454172,0.392985816699452,0.365159083887585,0.3594949930539733,0.3865014057346494,0.3819346576119513
bio_source_LCL,0.5360605071464214,0.597583591862066,0.5409784720135924,0.5809745295010905,0.5963731975694175,0.5796828004255202,0.5820126201391815,0.5527710642015452,0.5787215544318076,0.5830834016364055,0.5728241738927048
bio_source_LuCaP-PDX,0.5693400733261194,0.5891620459602542,0.5466311661474301,0.6026638360300642,0.6109273328586791,0.6101172095122596,0.6033468631542495,0.5619565728642295,0.5886456494130701,0.6068176890284184,0.5889608438294774
bio_source_MCF10A,0.453017850330771,0.5318988397520134,0.4984315730088553,0.5146913626075487,0.5419143997134159,0.5318869250549336,0.5297982847185152,0.4708111665415565,0.4709567095769632,0.5112934892262944,0.5054700600530868
bio_source_MCF10A-ER-Src,0.5267015450691985,0.5746547733179597,0.5066853621757876,0.5540793795078758,0.5771598518587986,0.5452466564585389,0.5662020359338208,0.5303704714084422,0.5209090893781142,0.5493349609368157,0.5451344126045352
bio_source_MCF7,0.5062443543926135,0.5369221874949974,0.5047675868254942,0.5464993840252608,0.5821184787338975,0.5630988074168819,0.5574180867048938,0.5019454992751125,0.5223629061982338,0.5646675135204717,0.5386044804587857
bio_source_MD55A3,0.5354467648101996,0.5859741580041109,0.5708212189312363,0.5740693393373748,0.5569660093257249,0.5209770233139074,0.581020618841985,0.5789967934057034,0.5335196094461601,0.5750230004861152,0.5612814535902517
bio_source_MDA-MB-231,0.6218172708525148,0.672112083214853,0.6435803129825257,0.6782923540245498,0.6749609338750958,0.6620925691813391,0.6668457878827232,0.6472689648558925,0.6614974146317083,0.6615977386919372,0.6590065430193139
bio_source_MM1.S,0.5699798945527539,0.60685539221526,0.5770737559602055,0.6162876200938348,0.6338133512088234,0.621834108453239,0.6328869884598431,0.6026885392521217,0.6151973758965021,0.615537804330986,0.6092154830423568
bio_source_MOLM-13,0.4736463997060045,0.466863707345026,0.4267642589639158,0.5041408567601,0.4845155273550097,0.4598235157763535,0.4850575896058169,0.4413636373580529,0.4641637044028528,0.4456289419725164,0.4651968139245649
bio_source_Molt-3,0.4519282318045838,0.4827161245068235,0.4625002132347126,0.5113171982916036,0.5176994023717238,0.4883373580308828,0.5051087464163508,0.4623207246353538,0.4831441788070826,0.4908088932839629,0.485588107138308
bio_source_Mutu,-0.0565464270874107,-0.0383439148622029,0.0508632749181553,-0.0076743681663633,0.0127410634962662,0.0120582754360024,-0.1383034435320997,-0.0796352607168042,0.0053462344886513,-0.0408686614615778,-0.0280363227487383
bio_source_OSCC,0.6132169135540946,0.6415728537050662,0.5994202407560854,0.653805447959881,0.6350229167979318,0.6399183847234264,0.6285217295566967,0.6192504799609106,0.6267843451021256,0.6295154700906913,0.628702878220691
bio_source_PANC1,0.0890714296377824,0.0666016373428411,0.1141087166676727,0.1769941113717188,0.2245510776733722,0.1468809767817288,0.122849145446046,0.1145697716487641,0.1231297819163342,0.0904439955804013,0.1269200644066662
bio_source_PATU-8902,0.5032389270077174,0.5339026892047667,0.4782826992249341,0.4956698198623552,0.4967452532012796,0.4746317798793553,0.5124015239390931,0.4126672936089248,0.5083299641533594,0.4901536246111965,0.4906023574692983
bio_source_PC3,0.5095198059304822,0.5401710635285798,0.4699223611835786,0.5201287980995452,0.5064179745003639,0.4899026940562472,0.5183466945177609,0.5075793445544274,0.4621011207992227,0.5178792298682775,0.5041969087038485
bio_source_PC9,0.5236613430284806,0.5886269609993187,0.5079455505050916,0.6084042284657126,0.6089280378306167,0.5882886984574978,0.5771492613353679,0.5608726753390667,0.5228431847446965,0.5481743149320524,0.5634894255637901
bio_source_Primary CD4+ T-cells,0.382643933698103,0.430021216725052,0.4018769673681682,0.4333218932993599,0.4369621379318331,0.4180434098335303,0.4355551672221139,0.3664703927907312,0.4031744943665303,0.4525189860968147,0.4160588599332236
bio_source_Primary human bronchial epithelial cells,0.2720656762045794,0.3250190186381915,0.2291559404342412,0.296004715565365,0.3217171153421355,0.3260591294065865,0.3141122978025294,0.2816125591840687,0.2667032515400748,0.2467070555594758,0.2879156759677248
bio_source_RD-CCL-136,0.4160855496347931,0.4935002453807268,0.4535021102533281,0.4843295496739076,0.4889836372089318,0.4832468563387685,0.4433159755676349,0.4322025848335267,0.426859822659928,0.4666382460324679,0.4588664577584013
bio_source_RPE-1,0.4473391364042816,0.4849129913886477,0.4514201764304049,0.5018366977510018,0.5235011230989703,0.4486598650883787,0.4904608452504403,0.4892877749419847,0.444958283763903,0.4851720958728782,0.4767548989990892
bio_source_SH-SY5Y,0.4284776020697087,0.4229114448030856,0.4069145692929824,0.3967508841654651,0.444171199975401,0.4243046622790104,0.4111368874545243,0.3985638255436117,0.3819835905808926,0.3998246736504034,0.4115039339815086
bio_source_SUM159PT,0.6829073233518197,0.6744401306637372,0.6429919209214324,0.6625474439822254,0.6785948821821975,0.6795442269949498,0.6791878010249239,0.6445414753531677,0.6956726970334608,0.6723453548808628,0.6712773256388778
bio_source_SW480TetOnAPC,0.4846435050175125,0.4949823598657333,0.4888221291437888,0.4748717952955033,0.5206658634972576,0.5419258112040193,0.5063957405339915,0.4580939920093875,0.5005432354632391,0.5174204286895647,0.4988364860719997
bio_source_T47D,0.6470943078018461,0.6561610852499754,0.6314016595458244,0.6638152701786477,0.6753874208273256,0.6730144854012867,0.6922423173146854,0.6515181728957191,0.676262859426133,0.6764334151897633,0.6643330993831208
bio_source_THP-1,0.3423220296679569,0.3461704248766735,0.2974126279448884,0.2785499543987,0.2954750940830379,0.3010714958455257,0.3161545210047704,0.3097291861652614,0.3236092160691465,0.3390016959910076,0.3149496246046968
bio_source_U-251,0.5085786651637905,0.5554679213197444,0.5335808662373747,0.5811357032984226,0.5674833248441478,0.5654684761625087,0.5841207337314704,0.5471832074559346,0.5054389447472349,0.5726318454562567,0.5521089688416885
bio_source_U-343,0.5071503256016483,0.5714890841093352,0.5355874955323505,0.5580072299717282,0.5709717709567061,0.5617843511494646,0.5726172506928866,0.5384640068890373,0.5414078400379134,0.5531391828221774,0.5510618537763248
bio_source_U2392,0.0598244143920689,0.1390626382991141,0.1585330672121578,0.0586480276193515,0.1766882866926584,0.1389749156769356,0.0490705583850447,0.0436094667735798,0.1393972886129296,0.1304144059699298,0.109422306963377
bio_source_U2OS,0.4882287806215533,0.5350266560022123,0.500403154218413,0.5266308273987232,0.5490913031642111,0.5404322737220613,0.5320041292724389,0.5014222529089865,0.5180532615419384,0.5262246289871936,0.5217517267837731
bio_source_Vero 6,0.5419920135946289,0.5851061245279705,0.5415134253392306,0.5789998196953927,0.5719037111229366,0.5869986435581707,0.568698527935412,0.5398708090827358,0.5824897255294621,0.5960699705273614,0.5693642770913301
bio_source_WI38,0.5158162622779372,0.5577594177651368,0.5232359687336966,0.561757345086118,0.564470345537937,0.5541293229976545,0.5444237653431504,0.5644922370893083,0.5590176029983095,0.5198122494551136,0.5464914517284363
bio_source_WM902B,0.4016749437434943,0.4397298663820161,0.4244676824496146,0.4526906901446174,0.4753478904027349,0.444604678956221,0.4685841773889688,0.4493853546911247,0.4314955717487609,0.4590962278351038,0.4447077083742657
bio_source_WTC-11,0.4737999058605626,0.5097660923011943,0.4657306866199826,0.4867349093421594,0.5015456051960127,0.5023838508435388,0.5008009644405791,0.4827774142422919,0.4930204459572468,0.5018508916592925,0.491841076646286
bio_source_ZR75-1,0.4968428430370329,0.5814304346180958,0.524945546799893,0.5578701248813211,0.5416363701013813,0.5885801877856902,0.5733203851980981,0.5499105662339014,0.5459754277526215,0.5595240961534966,0.5520035982561532
bio_source_cardiac fibroblasts,0.481336435469796,0.4649582329036318,0.4505617953180306,0.4655253501635603,0.5066828111576009,0.4539165637688093,0.4613595694338157,0.46557528401752,0.4500674654471008,0.4366700709905533,0.4636653578670419
bio_source_ccRCC,0.4404200188059946,0.5066515790811689,0.4405590455280123,0.4876981695773804,0.5007969712222353,0.4771572762116149,0.4898498157892722,0.4254077435567172,0.4648634496030653,0.4949273976618219,0.4728331467037283
bio_source_early neurons,0.4870446134346181,0.5063024693521838,0.4509644754209118,0.5095917085546093,0.495515771427873,0.5121857122566242,0.5002549557490044,0.4830714352621398,0.4622851878372205,0.5427616884795656,0.494997801777475
bio_source_fibroblast,0.4074475200052079,0.4462532082231447,0.436519270736583,0.4594394043795266,0.4945921968386461,0.4789776598491718,0.4335042156308989,0.4062690642367009,0.4602855939375794,0.4599960451350342,0.4483284178972493
bio_source_hESC,0.5077582406228605,0.5333690487493405,0.4807001123701956,0.4979912649350674,0.5463825740564056,0.5347453009566917,0.5130152381813324,0.4973139377102136,0.4895751382699408,0.5177670705619222,0.511861792641397
bio_source_human brain tumor,0.4166561139253806,0.3951103696673764,0.3500013916339251,0.3704504034107101,0.4106686443642314,0.3863312506264723,0.3911194097368747,0.3957730928910415,0.3899676154109363,0.4212880590939629,0.3927366350760912
bio_source_iPSC-differentiated dopamine neurons,0.3915541902975906,0.4163759208361095,0.3944236637586751,0.4079813888588729,0.4511952345379146,0.4010483670298173,0.3991437696738898,0.3424988443118313,0.3781610281930414,0.3980953427411688,0.3980477750238912
bio_source_megakaryocytes,0.5383337808599271,0.5470288472541966,0.5133108996144408,0.5429502707591671,0.548688131996359,0.5551938918297425,0.5816287470939967,0.5220141740684802,0.5647823477354131,0.5412983659081831,0.5455229457119907
bio_source_muscle tissue,0.288390129827018,0.312997721858235,0.233608510690222,0.2577798928749013,0.2194722917604886,0.2712208607832268,0.2876854103088276,0.2493253878647789,0.2801205963337239,0.2448665028470735,0.2645467305148495
bio_source_neuronal precursor cells,0.4914461879323963,0.5318106701587819,0.4696985470586603,0.541871189037929,0.5274898923169687,0.5484536284726154,0.5145876555478835,0.4996142473017008,0.4831756074273724,0.5318206470355753,0.5139968272289883
bio_source_neurons,0.5350774018673977,0.5447092217298344,0.4936534926043592,0.5535307648851728,0.5731530948675736,0.5709559727287178,0.5456379425862784,0.518954448896052,0.5129212268059882,0.5782966118967425,0.5426890178868117
bio_source_normal brain tissue,0.3968403825091892,0.3652942468610792,0.3604305685596463,0.375898710689857,0.3895369987454911,0.3647282914026284,0.369738451372651,0.3816230627676412,0.3962904140642457,0.3570700211970192,0.3757451148169449
bio_source_normal prostate,0.615279872800669,0.645559221077278,0.5780161444366103,0.6421918216997977,0.6156609920282559,0.5916918017987349,0.6552165581163316,0.6324915043456422,0.6301089489738043,0.6115627088637668,0.6217779574140891
bio_source_primary macrophages,-0.6612610515569779,-0.6343938085404781,-0.7469315415832125,-0.6924430596819875,-0.9485024122980844,-0.8265965790745538,-0.7735107797741767,-0.8476942042665647,-0.5840451454799289,-0.6232052299280952,-0.7338583812184061
bio_source_skeletal muscle,0.0217715496288277,-0.1074947246166226,-0.0667709022596674,-0.1536684895843973,-0.05073047704733,-0.0632798869600688,-0.0714337550299923,-0.0872131428620328,-0.1118512172461889,0.0270828493197519,-0.066358819665772
mean_across_cell_lines,0.5710396895254451,0.6190568002264485,0.5762285698646943,0.6078583925037593,0.6259887801025015,0.6161933840991172,0.6201001414321399,0.5855762487868456,0.6024573767161104,0.6023418493134948,0.6026841232570557
mean_te,0.552806519608462,0.6119834592419635,0.5677574933576502,0.6008633292287547,0.6225817769679249,0.6031268396823272,0.6095267009075138,0.5794731643667451,0.5917933825204986,0.5843237813966929,0.5924236447278532
