,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
397,bio_source_MM1.S,1,0.60685539221526,0.332506824000458,7.688297748565674
398,bio_source_MM1.S,2,0.5770737559602055,0.3723568989563123,7.714741945266724
399,bio_source_MM1.S,3,0.6162876200938348,0.3355843849886615,7.729068279266357
400,bio_source_MM1.S,4,0.6338133512088234,0.292225511339856,7.680317163467407
401,bio_source_MM1.S,5,0.621834108453239,0.3114096086897487,7.693235874176025
402,bio_source_MM1.S,6,0.6328869884598431,0.308675302892755,7.702350854873657
403,bio_source_MM1.S,7,0.6026885392521217,0.3002612218172233,7.699918508529663
404,bio_source_MM1.S,8,0.6151973758965021,0.2879833867288984,7.67703652381897
405,bio_source_MM1.S,9,0.615537804330986,0.3257943586728315,7.716838121414185
406,bio_source_MM1.S,mean,0.6092154830423568,0.3245249314338442,7.701469945907593
407,bio_source_MOLM-13,0,0.4736463997060045,0.4499363298617094,7.690150499343872
408,bio_source_MOLM-13,1,0.466863707345026,0.4438827072946772,7.677587270736694
409,bio_source_MOLM-13,2,0.4267642589639158,0.4931878497358461,7.718122243881226
410,bio_source_MOLM-13,3,0.5041408567601,0.4118975852520244,7.692908048629761
411,bio_source_MOLM-13,4,0.4845155273550097,0.4338868995078767,7.694322824478149
412,bio_source_MOLM-13,5,0.4598235157763535,0.4511704879346369,7.679446697235107
413,bio_source_MOLM-13,6,0.4850575896058169,0.4236111634107155,7.720035314559936
414,bio_source_MOLM-13,7,0.4413636373580529,0.4432104313411653,7.731674671173096
415,bio_source_MOLM-13,8,0.4641637044028528,0.414308096547525,7.811351537704468
416,bio_source_MOLM-13,9,0.4456289419725164,0.4521002628337405,7.683390617370605
417,bio_source_MOLM-13,mean,0.4651968139245649,0.4417191813719917,7.709898972511292
418,bio_source_Molt-3,0,0.4519282318045838,0.253240336448852,7.69951057434082
419,bio_source_Molt-3,1,0.4827161245068235,0.231604400203547,7.700741291046143
420,bio_source_Molt-3,2,0.4625002132347126,0.2406429120935143,7.775636911392212
