,rank,mean_importance
3mer_freq_5_GAC,137.0,2.3391272245128896e-05
3mer_freq_5_GTA,71.0,0.0001851038683776868
3mer_freq_5_GTT,84.0,0.00013201832647093858
3mer_freq_5_GTG,150.0,1.0683680820874162e-05
3mer_freq_5_GTC,152.0,5.781580648123234e-06
3mer_freq_5_GGA,155.0,5.619519696853328e-06
3mer_freq_5_GGT,144.0,1.650794633602292e-05
3mer_freq_5_GGG,19.0,0.0033702665881283887
3mer_freq_5_GGC,14.0,0.004953327763310892
3mer_freq_5_GCA,118.0,4.318312564096206e-05
3mer_freq_5_GCT,147.0,1.1961285604717749e-05
3mer_freq_5_GCG,127.0,3.2541086266532857e-05
3mer_freq_5_GCC,35.0,0.0009672055641673592
3mer_freq_5_CAA,159.0,0.0
3mer_freq_5_CAT,123.0,3.611650198874791e-05
3mer_freq_5_CAG,126.0,3.350416551004737e-05
3mer_freq_5_CAC,101.0,7.051043966878544e-05
3mer_freq_5_CTA,134.0,2.890011300647771e-05
3mer_freq_5_CTT,76.0,0.00016952829049078318
3mer_freq_5_CTG,116.0,4.365463589208072e-05
3mer_freq_5_CTC,153.0,5.748969806795231e-06
3mer_freq_5_CGA,117.0,4.341996458334679e-05
3mer_freq_5_CGT,129.0,3.0901332401438515e-05
3mer_freq_5_CGG,40.0,0.0007584772907102848
3mer_freq_5_CGC,139.0,2.2076624577138194e-05
3mer_freq_5_CCA,130.0,3.0349609123728433e-05
3mer_freq_5_CCT,131.0,3.0340976272667394e-05
3mer_freq_5_CCG,55.0,0.0003886041773095456
3mer_freq_5_CCC,48.0,0.0005173037120103681
